iter	RMSE
680	174.9024779
681	174.8137126
682	174.7949974
683	174.7431537
684	174.6259032
685	174.5419825
686	174.4862637
687	174.2676963
688	174.2087331
689	174.123817
690	173.9358999
691	173.8751728
692	173.755007
693	173.7419814
694	173.6508456
695	173.4774244
696	173.3996089
697	173.2244447
698	173.138018
699	173.0523151
700	172.9166736
701	172.7608879
702	172.7190901
703	172.5792685
704	172.5258271
705	172.4620119
706	172.3814014
707	172.3474797
708	172.2595187
709	172.1964401
710	172.1606164
711	172.0897345
712	172.0581484
713	172.0217024
714	171.9869646
715	171.9102459
716	171.8192712
717	171.7536407
718	171.6620299
719	171.5835567
720	171.5148583
721	171.4168911
722	171.2218097
723	171.1077623
724	170.9448463
725	170.7978858
726	170.7203941
727	170.6920078
728	170.6128567
729	170.6073665
730	170.5011112
731	170.4726198
732	170.3960476
733	170.322953
734	170.3126491
735	170.3060526
736	170.1290507
737	170.0503131
738	170.0240869
739	170.0000307
740	169.9235603
741	169.7934334
742	169.7227764
743	169.6854883
744	169.6564737
745	169.5204965
746	169.3989689
747	169.3464851
748	169.3048672
749	169.2535155
750	169.1702882
751	169.1179614
752	168.9815746
753	168.9075147
754	168.8802363
755	168.813706
756	168.7186843
757	168.5456492
758	168.3888644
759	168.3764704
760	168.3421702
761	168.2658121
762	168.2198713
763	168.168014
764	168.1344036
765	168.0999673
766	168.0387183
767	167.9213626
768	167.8659928
769	167.781794
770	167.7300963
771	167.7081462
772	167.6778335
773	167.6733683
774	167.5235469
775	167.503984
776	167.4351897
777	167.3487069
778	167.241111
779	167.2252965
780	167.2006309
781	167.129708
782	167.1052287
783	167.0287065
784	166.8911002
785	166.8261395
786	166.7795866
787	166.7709901
788	166.6908857
789	166.5833788
790	166.51397
791	166.3960058
792	166.3272241
793	166.25601
794	166.1912624
795	166.1170013
796	166.0974941
797	166.041167
798	165.9577364
799	165.8501191
