iter	RMSE
299	640.1688596
300	639.3898829
301	637.7252971
302	636.3253553
303	636.1578449
304	635.4018212
305	634.7362053
306	634.6942139
307	633.8191495
308	633.7560607
309	633.3555802
310	632.5836303
311	631.9111633
312	631.8108218
313	630.5117139
314	630.3262547
315	629.7338951
316	629.3924107
317	627.9095538
318	626.7882772
319	626.4360195
320	625.5469422
321	624.7139862
322	624.4824383
323	623.3448859
324	622.6151446
325	622.421206
326	622.0131413
327	621.2344495
328	620.1941546
329	619.6198718
330	619.3387635
331	619.2214862
332	618.3877689
333	617.7782459
334	617.2229654
335	616.3116454
336	615.691015
337	615.4227135
338	614.238278
339	613.5313195
340	612.4946905
341	611.4984317
342	611.0087199
343	610.4751109
344	609.7328305
345	609.5765953
346	608.7879099
347	607.7315311
348	607.2864027
349	606.8653306
350	606.3627608
351	606.0293157
352	605.5124443
353	605.2910353
354	604.5547118
355	604.0825801
356	603.4354965
357	602.3331608
358	601.9656132
359	601.6663263
360	601.4074038
361	601.1307957
362	600.7589767
363	600.315466
364	599.9621793
365	599.3554931
366	598.891226
367	598.4558698
368	597.9235061
369	597.7533537
370	596.9801505
371	596.6245286
372	595.7329061
373	595.2053586
374	594.6889989
375	593.8683444
376	593.7902555
377	593.0093573
378	592.7224604
379	592.5704046
380	592.3096608
381	591.4772571
382	590.9646419
383	590.0671222
384	589.472539
385	589.0830535
386	588.8530415
387	588.5212985
388	587.8291892
389	587.7812758
390	586.8377359
391	586.4288539
392	586.0104712
393	585.4433951
394	584.9412933
395	584.8777394
396	584.0990284
397	583.426207
398	582.7577245
399	582.2906089
400	581.7557916
401	581.2783454
402	581.1319397
403	580.402897
404	580.2808199
405	580.2078614
406	579.8041538
407	579.1296891
408	578.7059221
409	578.4079638
410	577.8369533
411	577.7331196
412	577.6047722
413	577.5696354
414	577.2049752
415	576.7039016
416	576.2961659
417	576.2044406
418	575.9502982
419	575.7982575
420	575.550393
421	575.512603
422	574.9238771
423	574.3975062
424	574.1311593
425	573.8873623
426	573.8303075
427	573.6094554
428	573.1331072
429	572.637218
430	572.1144497
431	572.0680985
432	571.9402514
433	571.6215022
434	570.7771877
435	570.6869225
436	570.517793
437	570.1450038
438	570.07661
439	569.80622
440	569.0994483
441	569.059868
442	569.0390099
443	568.6288008
444	568.3603936
445	568.0899446
446	567.9856543
447	567.9310293
448	567.5255561
449	567.3145273
450	566.607235
451	565.9653617
452	565.7915987
453	565.5945976
454	564.9368128
455	564.5440188
456	564.4501423
457	564.221447
458	563.7777734
459	563.5093612
460	563.171488
461	562.8054036
462	562.453343
463	562.0637882
464	561.8012976
465	561.5601082
466	561.3144495
467	561.0674383
468	560.9597291
469	560.8412416
470	560.6385218
471	560.4424769
472	560.0365805
473	559.908547
474	559.8242948
475	559.4856587
476	559.3755056
477	559.3016329
478	558.9716091
479	558.7137171
480	558.6627332
481	558.440827
482	558.3947904
483	558.1808001
484	557.9407597
485	557.8662116
486	557.550211
487	557.1434017
488	556.9328693
489	556.855485
490	556.5084243
491	556.1495003
492	556.029458
493	555.9497087
494	555.7504144
495	555.6915846
496	555.6236419
497	555.2019242
498	555.0711137
499	554.8808848
