iter	Logloss
815	0.2305016711
816	0.2304084282
817	0.2300729519
818	0.2298312303
819	0.2296712302
820	0.2294471555
821	0.2293934086
822	0.2292531331
823	0.2287577032
824	0.2286045726
825	0.2283937873
826	0.2281653862
827	0.227996423
828	0.2277468239
829	0.2275331699
830	0.2273438927
831	0.2272335766
832	0.2270886801
833	0.2267515911
834	0.2266721028
835	0.2265893735
836	0.2265376424
837	0.2264987201
838	0.2262758395
839	0.2262196114
840	0.2258926175
841	0.2257722219
842	0.2256048559
843	0.2254579436
844	0.2253684067
845	0.2251004475
846	0.2249187376
847	0.2246883982
848	0.2245085802
849	0.22429474
850	0.2241258389
851	0.2239743365
852	0.2239223263
853	0.2237801591
854	0.2236200813
855	0.2234942739
856	0.2233064853
857	0.2231784603
858	0.2231000109
859	0.2228414024
860	0.2226829994
861	0.2226233133
862	0.2224807894
863	0.222427089
864	0.2223932375
865	0.2222840844
866	0.2220571099
867	0.2216610017
868	0.2216013466
869	0.221384157
870	0.2212095493
871	0.2209253544
872	0.2206651331
873	0.2206116963
874	0.2205212446
875	0.2203768598
876	0.220177224
877	0.2200096254
878	0.2199544829
879	0.2197634844
880	0.2195594912
881	0.2193203283
882	0.219037622
883	0.2187705001
884	0.2185524421
885	0.218388131
886	0.21832294
887	0.2181717632
888	0.2179223968
889	0.2178278357
890	0.2177484869
891	0.2176302778
892	0.2174470173
893	0.217302617
894	0.2172055748
895	0.2171253111
896	0.217023958
897	0.2168922734
898	0.2167366462
899	0.2164110944
900	0.2163714897
901	0.2161702412
902	0.2159224564
903	0.2157093761
904	0.2155002191
905	0.2153512288
906	0.21516955
907	0.214959602
908	0.2147626489
909	0.2147249051
910	0.2146119684
911	0.214524649
912	0.2143555618
913	0.2142004308
914	0.2140497037
915	0.2138778873
916	0.2136818025
917	0.2135114747
918	0.2133707961
919	0.2132038334
920	0.2130022126
921	0.2127371377
922	0.2124405683
923	0.2123372458
924	0.2122768309
925	0.2121306629
926	0.2120000328
927	0.2119346557
928	0.2118915465
929	0.2118216259
930	0.2116729302
931	0.2115474019
932	0.2112888708
933	0.2111367326
934	0.2109503862
935	0.2107346698
936	0.2106752318
937	0.2105614577
938	0.2104592982
939	0.2102380148
940	0.210146462
941	0.2099391348
942	0.2097275276
943	0.2095539744
944	0.209467663
945	0.2094009989
946	0.2092828983
947	0.2091980911
948	0.2090229717
949	0.2089578272
950	0.2089235724
951	0.20862584
952	0.2084551555
953	0.2083507321
954	0.2081311699
955	0.2080172097
956	0.2079228967
957	0.2077308748
958	0.2076599927
959	0.2074428651
960	0.2072572786
961	0.2071513354
962	0.206970463
963	0.2066854616
964	0.2066185804
965	0.2064543313
966	0.2063275779
967	0.2060724274
968	0.2058461817
969	0.2057089457
970	0.2056582691
971	0.2055664373
972	0.2055297945
973	0.2054458711
974	0.2053179857
975	0.2051173575
976	0.2049304063
977	0.2048358297
978	0.2046481497
979	0.2045134257
980	0.2043838191
981	0.2042237724
982	0.2041340029
983	0.2040300137
984	0.20389025
985	0.203779019
986	0.203688071
987	0.2035010733
988	0.2034432636
989	0.2033086637
990	0.2031667911
991	0.2029794522
992	0.2029248059
993	0.2028803321
994	0.2027363041
995	0.2026526909
996	0.2025453211
997	0.2023682168
998	0.202185437
999	0.2020736942
